candidate_id,company_id,company_name,url,canonical_url,country,language,sources,source_details,final_url,redirect_chain,identity_score,recruitment_score,authority_score,scope_score,ats_vendor,ats_confidence,confidence_score,validation_status,rejection_reason,promoted
6d8d18c7-7994-5c0b-9673-ba357cd82bc2,da4ed5cf-7c0d-524e-8382-4c4dca809a8e,Google,https://google.com/jobs/students/smbservices,https://google.com/jobs/students/smbservices,,en,search,"[{""provider"": ""serper"", ""query"": ""\""Google\"" careers"", ""rank"": 7, ""snippet"": ""Find your next job at Google \u2014 Careers at Google. Search by location, role, skills, and more."", ""title"": ""Careers - Search Jobs"", ""url"": ""https://google.com/jobs/students/smbservices""}]",https://www.google.com/about/careers/applications/jobs/results/?src=Online/TOPs/EMEA%20SGA%20University&utm_source=EMEA%20SGA%20University&utm_medium=jobposting&utm_campaign=freeaggr#t=sq&q=j&d=%2522Global+Customer+Services%2522&li=10&jl=53.3498053%253A-6.260309699999993%253ADublin%252C+Ireland%253Anull%253Anull%2526&jl=51.1078852%253A17.03853760000004%253AWroclaw%252C+Poland%253Anull%253Anull%2526&jl=52.2296756%253A21.012228700000037%253AWarsaw%252C+Poland%253Anull%253Anull%2526&jl=50.06465009999999%253A19.94497990000002%253AKrakow%252C+Poland%253Anull%253Anull%2526&jex=PURSUING_DEGREE&j=%2522Global+Customer+Services%2522,"[""https://google.com/jobs/students/smbservices"", ""https://www.google.com/jobs/students/smbservices"", ""https://www.google.com/about/careers/search/?src=Online/TOPs/EMEA%20SGA%20University&utm_source=EMEA%20SGA%20University&utm_medium=jobposting&utm_campaign=freeaggr#t=sq&q=j&d=%2522Global+Customer+Services%2522&li=10&jl=53.3498053%253A-6.260309699999993%253ADublin%252C+Ireland%253Anull%253Anull%2526&jl=51.1078852%253A17.03853760000004%253AWroclaw%252C+Poland%253Anull%253Anull%2526&jl=52.2296756%253A21.012228700000037%253AWarsaw%252C+Poland%253Anull%253Anull%2526&jl=50.06465009999999%253A19.94497990000002%253AKrakow%252C+Poland%253Anull%253Anull%2526&jex=PURSUING_DEGREE&j=%2522Global+Customer+Services%2522"", ""https://careers.google.com/jobs/?src=Online/TOPs/EMEA%20SGA%20University&utm_source=EMEA%20SGA%20University&utm_medium=jobposting&utm_campaign=freeaggr#t=sq&q=j&d=%2522Global+Customer+Services%2522&li=10&jl=53.3498053%253A-6.260309699999993%253ADublin%252C+Ireland%253Anull%253Anull%2526&jl=51.1078852%253A17.03853760000004%253AWroclaw%252C+Poland%253Anull%253Anull%2526&jl=52.2296756%253A21.012228700000037%253AWarsaw%252C+Poland%253Anull%253Anull%2526&jl=50.06465009999999%253A19.94497990000002%253AKrakow%252C+Poland%253Anull%253Anull%2526&jex=PURSUING_DEGREE&j=%2522Global+Customer+Services%2522""]",1.0,1.0,1.0,1.0,custom,0.6,0.98,promoted,,True
46b6608a-05b8-57a3-8357-6efe36a7db3b,da4ed5cf-7c0d-524e-8382-4c4dca809a8e,Google,https://www.google.com/about/careers/applications/,https://www.google.com/about/careers/applications,,en,search,"[{""provider"": ""serper"", ""query"": ""\""Google\"" careers"", ""rank"": 1, ""snippet"": ""Join Google Careers and build what's next, today. Explore career opportunities in engineering, design, sales, hardware, and more. Make a global impact with ..."", ""title"": ""Search for your career at Google."", ""url"": ""https://www.google.com/about/careers/applications/""}, {""provider"": ""serper"", ""query"": ""site:google.com careers jobs"", ""rank"": 2, ""snippet"": ""Join Google Careers and build what's next, today. Explore career opportunities in engineering, design, sales, hardware, and more. Make a global impact with ..."", ""title"": ""Search for your career at Google."", ""url"": ""https://www.google.com/about/careers/applications/""}]",https://www.google.com/about/careers/applications/,[],1.0,1.0,1.0,1.0,unknown,0.0,0.95,promoted,,True
fb02e2fa-024f-52e2-a742-ca921763afb4,da4ed5cf-7c0d-524e-8382-4c4dca809a8e,Google,https://www.google.com/about/careers/applications/jobs/results,https://www.google.com/about/careers/applications/jobs/results,,en,search,"[{""provider"": ""serper"", ""query"": ""site:google.com careers jobs"", ""rank"": 1, ""snippet"": ""Find your next job at Google \u2014 Careers at Google. Search by location, role, skills, and more."", ""title"": ""Search Jobs \u2014 Google Careers"", ""url"": ""https://www.google.com/about/careers/applications/jobs/results""}]",https://www.google.com/about/careers/applications/jobs/results,[],1.0,1.0,1.0,1.0,unknown,0.0,0.95,promoted,,True
a98e4391-2050-506a-80e9-354275410500,da4ed5cf-7c0d-524e-8382-4c4dca809a8e,Google,https://www.google.com/about/careers/applications/jobs/sitemap.xml,https://www.google.com/about/careers/applications/jobs/sitemap.xml,,en,search,"[{""provider"": ""serper"", ""query"": ""site:google.com careers jobs"", ""rank"": 7, ""snippet"": ""... careers.google.com/jobs/results/96818331136205510-open-career-opportunities ... careers.google.com/jobs/results/88815398314484422-open-career ..."", ""title"": ""https://www.google.com/about/careers/applications/jobs/ ..."", ""url"": ""https://www.google.com/about/careers/applications/jobs/sitemap.xml""}]",https://www.google.com/about/careers/applications/jobs/sitemap.xml,[],1.0,1.0,1.0,1.0,unknown,0.0,0.95,promoted,,True
b82de173-3f05-5491-b9c4-efc487e5d993,da4ed5cf-7c0d-524e-8382-4c4dca809a8e,Google,https://careers.google.com/jobs/results/126077009359971014-global-product-lead/,https://careers.google.com/jobs/results/126077009359971014-global-product-lead,,en,search,"[{""provider"": ""serper"", ""query"": ""site:google.com careers jobs"", ""rank"": 9, ""snippet"": ""Job not found. This job may have been taken down. Search again. Follow Life at Google on. More about us. About usopen_in_newContact usopen_in_newPress ..."", ""title"": ""Jobs search"", ""url"": ""https://careers.google.com/jobs/results/126077009359971014-global-product-lead/""}]",https://www.google.com/about/careers/applications/jobs/results/126077009359971014-global-product-lead/,"[""https://careers.google.com/jobs/results/126077009359971014-global-product-lead/""]",1.0,1.0,1.0,1.0,unknown,0.0,0.95,promoted,,True
f8a9ec9b-7b25-56ea-8e94-31f672d94763,da4ed5cf-7c0d-524e-8382-4c4dca809a8e,Google,https://careers.google.com/jobs/results/123587190075597510-business-intelligence-developer/,https://careers.google.com/jobs/results/123587190075597510-business-intelligence-developer,,en,search,"[{""provider"": ""serper"", ""query"": ""site:google.com careers jobs"", ""rank"": 10, ""snippet"": ""Benefits for this role include: Health, dental, vision, life, disability insurance; Retirement Benefits: 401(k) with company match; Paid Time Off: 20 days ..."", ""title"": ""Business Intelligence Developer, Cloud Finance"", ""url"": ""https://careers.google.com/jobs/results/123587190075597510-business-intelligence-developer/""}]",https://www.google.com/about/careers/applications/jobs/results/123587190075597510-business-intelligence-developer/,"[""https://careers.google.com/jobs/results/123587190075597510-business-intelligence-developer/""]",1.0,1.0,1.0,1.0,unknown,0.0,0.95,promoted,,True
077c9dcd-9ce0-5e8a-bbb4-b795dd49adee,da4ed5cf-7c0d-524e-8382-4c4dca809a8e,Google,https://support.google.com/googlecareers/answer/9018529?hl=en,https://support.google.com/googlecareers/answer/9018529?hl=en,,en,search,"[{""provider"": ""serper"", ""query"": ""\""Google\"" careers"", ""rank"": 3, ""snippet"": ""Visit careers.google.com/jobs. Answer a few questions to help filter the best job matches. Note: You can skip directly to a list of jobs from any question."", ""title"": ""Search for jobs - Google Careers Help"", ""url"": ""https://support.google.com/googlecareers/answer/9018529?hl=en""}, {""provider"": ""serper"", ""query"": ""site:google.com careers jobs"", ""rank"": 8, ""snippet"": ""Visit careers.google.com/jobs. Answer a few questions to help filter the best job matches. Note: You can skip directly to a list of jobs from any question."", ""title"": ""Search for jobs - Google Careers Help"", ""url"": ""https://support.google.com/googlecareers/answer/9018529?hl=en""}]",https://support.google.com/googlecareers/answer/9018529?hl=en,[],1.0,1.0,0.35,1.0,unknown,0.0,0.7875,validated,,False
ef4ac1bf-4d2a-5e31-98c2-7975204e76bc,da4ed5cf-7c0d-524e-8382-4c4dca809a8e,Google,https://fiber.google.com/careers/,https://fiber.google.com/careers,,en,search,"[{""provider"": ""serper"", ""query"": ""\""Google\"" careers"", ""rank"": 6, ""snippet"": ""All open roles ... Find community in your coworkers. Our employee resource groups bring together voices from all across Google Fiber to empower every employee ..."", ""title"": ""Find Available Network Operations & Sales Jobs at GFiber"", ""url"": ""https://fiber.google.com/careers/""}, {""provider"": ""serper"", ""query"": ""site:google.com careers jobs"", ""rank"": 4, ""snippet"": ""Explore Network Operations, Sales, and Technician roles at GFiber. Build your career delivering fast, reliable broadband."", ""title"": ""Find Available Network Operations & Sales Jobs at GFiber"", ""url"": ""https://fiber.google.com/careers/""}]",https://fiber.google.com/careers/,[],1.0,1.0,0.35,1.0,unknown,0.0,0.7875,validated,,False
c74b05be-f5d8-520e-b1d2-fbefb59a47a6,da4ed5cf-7c0d-524e-8382-4c4dca809a8e,Google,https://www.google.com/about/datacenters/life/,https://www.google.com/about/datacenters/life,,en,search,"[{""provider"": ""serper"", ""query"": ""site:google.com careers jobs"", ""rank"": 5, ""snippet"": ""Want to join our team? Discover different careers below, and search our open roles for the position that fits you."", ""title"": ""Data Center Careers"", ""url"": ""https://www.google.com/about/datacenters/life/""}]",https://datacenters.google/careers/,"[""https://www.google.com/about/datacenters/life/""]",1.0,1.0,0.35,1.0,unknown,0.0,0.7875,validated,,False
a4a46996-2556-5cc9-9577-6133cb8d3d39,da4ed5cf-7c0d-524e-8382-4c4dca809a8e,Google,https://sites.google.com/cv.k12.ca.us/cvhs-college-career-center/career-job,https://sites.google.com/cv.k12.ca.us/cvhs-college-career-center/career-job,,en,search,"[{""provider"": ""serper"", ""query"": ""site:google.com careers jobs"", ""rank"": 6, ""snippet"": ""The College and Career Center has a job postings binder. Students are able to come take a look at who is offering jobs for teens. www.indeed.com"", ""title"": ""CVHS College & Career Center - Careers, Jobs, & More"", ""url"": ""https://sites.google.com/cv.k12.ca.us/cvhs-college-career-center/career-job""}]",https://sites.google.com/cv.k12.ca.us/cvhs-college-career-center/career-job,[],1.0,1.0,0.35,1.0,unknown,0.0,0.7875,validated,,False
