candidate_id,company_id,company_name,url,canonical_url,country,language,sources,source_details,final_url,redirect_chain,portal_type,identity_score,recruitment_score,authority_score,scope_score,ats_vendor,ats_confidence,confidence_score,validation_status,rejection_reason,promoted
6d8d18c7-7994-5c0b-9673-ba357cd82bc2,da4ed5cf-7c0d-524e-8382-4c4dca809a8e,Google,https://google.com/jobs/students/smbservices,https://google.com/jobs/students/smbservices,,en,search,"[{""provider"": ""serper"", ""query"": ""\""Google\"" careers"", ""rank"": 5, ""snippet"": ""Find your next job at Google \u2014 Careers at Google. Search by location, role, skills, and more."", ""title"": ""Careers - Search Jobs"", ""url"": ""https://google.com/jobs/students/smbservices""}]",https://www.google.com/about/careers/applications/jobs/results/?src=Online/TOPs/EMEA%20SGA%20University&utm_source=EMEA%20SGA%20University&utm_medium=jobposting&utm_campaign=freeaggr#t=sq&q=j&d=%2522Global+Customer+Services%2522&li=10&jl=53.3498053%253A-6.260309699999993%253ADublin%252C+Ireland%253Anull%253Anull%2526&jl=51.1078852%253A17.03853760000004%253AWroclaw%252C+Poland%253Anull%253Anull%2526&jl=52.2296756%253A21.012228700000037%253AWarsaw%252C+Poland%253Anull%253Anull%2526&jl=50.06465009999999%253A19.94497990000002%253AKrakow%252C+Poland%253Anull%253Anull%2526&jex=PURSUING_DEGREE&j=%2522Global+Customer+Services%2522,"[""https://google.com/jobs/students/smbservices"", ""https://www.google.com/jobs/students/smbservices"", ""https://www.google.com/about/careers/search/?src=Online/TOPs/EMEA%20SGA%20University&utm_source=EMEA%20SGA%20University&utm_medium=jobposting&utm_campaign=freeaggr#t=sq&q=j&d=%2522Global+Customer+Services%2522&li=10&jl=53.3498053%253A-6.260309699999993%253ADublin%252C+Ireland%253Anull%253Anull%2526&jl=51.1078852%253A17.03853760000004%253AWroclaw%252C+Poland%253Anull%253Anull%2526&jl=52.2296756%253A21.012228700000037%253AWarsaw%252C+Poland%253Anull%253Anull%2526&jl=50.06465009999999%253A19.94497990000002%253AKrakow%252C+Poland%253Anull%253Anull%2526&jex=PURSUING_DEGREE&j=%2522Global+Customer+Services%2522"", ""https://careers.google.com/jobs/?src=Online/TOPs/EMEA%20SGA%20University&utm_source=EMEA%20SGA%20University&utm_medium=jobposting&utm_campaign=freeaggr#t=sq&q=j&d=%2522Global+Customer+Services%2522&li=10&jl=53.3498053%253A-6.260309699999993%253ADublin%252C+Ireland%253Anull%253Anull%2526&jl=51.1078852%253A17.03853760000004%253AWroclaw%252C+Poland%253Anull%253Anull%2526&jl=52.2296756%253A21.012228700000037%253AWarsaw%252C+Poland%253Anull%253Anull%2526&jl=50.06465009999999%253A19.94497990000002%253AKrakow%252C+Poland%253Anull%253Anull%2526&jex=PURSUING_DEGREE&j=%2522Global+Customer+Services%2522""]",careers,1.0,1.0,1.0,1.0,custom,0.6,0.98,validated,,False
46b6608a-05b8-57a3-8357-6efe36a7db3b,da4ed5cf-7c0d-524e-8382-4c4dca809a8e,Google,https://www.google.com/about/careers/applications/,https://www.google.com/about/careers/applications,,en,search,"[{""provider"": ""serper"", ""query"": ""\""Google\"" careers"", ""rank"": 1, ""snippet"": ""Join Google Careers and build what's next, today. Explore career opportunities in engineering, design, sales, hardware, and more. Make a global impact with ..."", ""title"": ""Search for your career at Google."", ""url"": ""https://www.google.com/about/careers/applications/""}, {""provider"": ""serper"", ""query"": ""site:google.com careers jobs"", ""rank"": 2, ""snippet"": ""Join Google Careers and build what's next, today. Explore career opportunities in engineering, design, sales, hardware, and more. Make a global impact with ..."", ""title"": ""Search for your career at Google."", ""url"": ""https://www.google.com/about/careers/applications/""}]",https://www.google.com/about/careers/applications/,[],careers,1.0,1.0,1.0,1.0,unknown,0.0,0.95,promoted,,True
fb02e2fa-024f-52e2-a742-ca921763afb4,da4ed5cf-7c0d-524e-8382-4c4dca809a8e,Google,https://www.google.com/about/careers/applications/jobs/results,https://www.google.com/about/careers/applications/jobs/results,,en,search,"[{""provider"": ""serper"", ""query"": ""site:google.com careers jobs"", ""rank"": 1, ""snippet"": ""Find your next job at Google \u2014 Search by location, role, skills, and more. Outcome Customer Engineer, Google Cloud. Staff Software Engineer, AI/ML, YouTube Ads"", ""title"": ""Search Jobs \u2014 Google Careers"", ""url"": ""https://www.google.com/about/careers/applications/jobs/results""}]",https://www.google.com/about/careers/applications/jobs/results,[],careers,1.0,1.0,1.0,1.0,unknown,0.0,0.95,validated,,False
b5b96c2c-34eb-5abd-9ba4-527722310bbc,da4ed5cf-7c0d-524e-8382-4c4dca809a8e,Google,https://jobs.google.com/about/,https://jobs.google.com/about,,en,search,"[{""provider"": ""serper"", ""query"": ""site:google.com careers jobs"", ""rank"": 7, ""snippet"": ""Google brings together job postings from across the web, whether they're on websites run by small businesses or job sites with thousands of listings."", ""title"": ""Job Search on Google - Get Your Job Postings on Google Today"", ""url"": ""https://jobs.google.com/about/""}]",https://jobs.google.com/about/,[],careers,1.0,1.0,0.98,1.0,unknown,0.0,0.945,validated,,False
077c9dcd-9ce0-5e8a-bbb4-b795dd49adee,da4ed5cf-7c0d-524e-8382-4c4dca809a8e,Google,https://support.google.com/googlecareers/answer/9018529?hl=en,https://support.google.com/googlecareers/answer/9018529?hl=en,,en,search,"[{""provider"": ""serper"", ""query"": ""\""Google\"" careers"", ""rank"": 3, ""snippet"": ""Visit careers.google.com/jobs. Answer a few questions to help filter the best job matches. Note: You can skip directly to a list of jobs from any question."", ""title"": ""Search for jobs - Google Careers Help"", ""url"": ""https://support.google.com/googlecareers/answer/9018529?hl=en""}, {""provider"": ""serper"", ""query"": ""site:google.com careers jobs"", ""rank"": 10, ""snippet"": ""Visit careers.google.com/jobs. Answer a few questions to help filter the best job matches. Note: You can skip directly to a list of jobs from any question."", ""title"": ""Search for jobs - Google Careers Help"", ""url"": ""https://support.google.com/googlecareers/answer/9018529?hl=en""}]",https://support.google.com/googlecareers/answer/9018529?hl=en,[],careers,1.0,1.0,0.85,1.0,unknown,0.0,0.9125,needs_review,,False
ef4ac1bf-4d2a-5e31-98c2-7975204e76bc,da4ed5cf-7c0d-524e-8382-4c4dca809a8e,Google,https://fiber.google.com/careers/,https://fiber.google.com/careers,,en,search,"[{""provider"": ""serper"", ""query"": ""\""Google\"" careers"", ""rank"": 7, ""snippet"": ""All open roles ... Find community in your coworkers. Our employee resource groups bring together voices from all across Google Fiber to empower every employee ..."", ""title"": ""Find Available Network Operations & Sales Jobs at GFiber"", ""url"": ""https://fiber.google.com/careers/""}, {""provider"": ""serper"", ""query"": ""site:google.com careers jobs"", ""rank"": 5, ""snippet"": ""Explore Network Operations, Sales, and Technician roles at GFiber. Build your career delivering fast, reliable broadband."", ""title"": ""Find Available Network Operations & Sales Jobs at GFiber"", ""url"": ""https://fiber.google.com/careers/""}]",https://fiber.google.com/careers/,[],careers,1.0,1.0,0.85,1.0,unknown,0.0,0.9125,needs_review,,False
49b1c3d5-a1b2-5b0a-a656-d10d9a4b161b,da4ed5cf-7c0d-524e-8382-4c4dca809a8e,Google,https://careers.google.com/stories/applying-to-google/,https://careers.google.com/stories/applying-to-google,,en,search,"[{""provider"": ""serper"", ""query"": ""\""Google\"" careers"", ""rank"": 2, ""snippet"": ""JavaScript must be enabled in order for you to use Google Careers. However, it seems JavaScript is either disabled or not supported by your browser. To view ..."", ""title"": ""Build for Everyone - Google Careers"", ""url"": ""https://careers.google.com/stories/applying-to-google/""}]",https://careers.google.com/stories/applying-to-google/,[],careers,1.0,0.6666666666666666,0.98,1.0,unknown,0.0,0.8617,validated,,False
3d10f603-32c2-5ed6-8af1-42f3f9e416fe,da4ed5cf-7c0d-524e-8382-4c4dca809a8e,Google,https://careers.google.com/locations/boulder/?embed=true,https://careers.google.com/locations/boulder?embed=true,,en,search,"[{""provider"": ""serper"", ""query"": ""site:google.com careers jobs"", ""rank"": 3, ""snippet"": ""Build for Everyone - Google Careers JavaScript must be enabled in order for you to use Google Careers. To view the site, please enable"", ""title"": ""Build for Everyone - Google Careers"", ""url"": ""https://careers.google.com/locations/boulder/?embed=true""}]",https://careers.google.com/locations/boulder/?embed=true,[],careers,1.0,0.6666666666666666,0.98,1.0,unknown,0.0,0.8617,validated,,False
c74b05be-f5d8-520e-b1d2-fbefb59a47a6,da4ed5cf-7c0d-524e-8382-4c4dca809a8e,Google,https://www.google.com/about/datacenters/life/,https://www.google.com/about/datacenters/life,,en,search,"[{""provider"": ""serper"", ""query"": ""site:google.com careers jobs"", ""rank"": 6, ""snippet"": ""Want to join our team? Discover different careers below, and search our open roles for the position that fits you."", ""title"": ""Data Center Careers"", ""url"": ""https://www.google.com/about/datacenters/life/""}]",https://datacenters.google/careers/,"[""https://www.google.com/about/datacenters/life/""]",careers,1.0,1.0,0.35,1.0,unknown,0.0,0.7875,needs_review,,False
c31f1d7f-654c-520f-b8c5-ae181ee846b7,da4ed5cf-7c0d-524e-8382-4c4dca809a8e,Google,https://careersonair.withgoogle.com/,https://careersonair.withgoogle.com/,,en,search,"[{""provider"": ""serper"", ""query"": ""\""Google\"" careers"", ""rank"": 6, ""snippet"": ""Whether you're preparing for your first internship or pivoting to your next opportunity, Google Careers OnAir will help you connect, learn, and grow."", ""title"": ""Google Careers"", ""url"": ""https://careersonair.withgoogle.com/""}]",https://careersonair.withgoogle.com/,[],corporate,1.0,0.6666666666666666,0.35,1.0,unknown,0.0,0.7042,needs_review,,False
